Year,State,District,Rape Cases,Abduction Cases,Murder Cases,Total Crimes,Population,Crime Rate,Arrests,Crime Clearance Rate
2021,Bengaluru,New Delhi,96,52,26,174,9345096,1.861939139,136,78.16
2023,Delhi,Hyderabad,138,145,27,310,20727604,1.495590132,209,67.42
2023,Bengaluru,Hyderabad,145,48,14,207,17559710,1.178834958,123,59.42
2023,Rajasthan,Kolkata,129,35,26,190,17648024,1.076607783,104,54.74
2022,Rajasthan,Hyderabad,109,103,47,259,18627511,1.390416573,215,83.01
2023,Kerala,Lucknow,56,33,5,94,14532108,0.646843527,94,100
2021,Tamil Nadu,Mumbai,255,141,24,420,10526183,3.990050334,134,31.9
2020,Uttar Pradesh,Chennai,200,53,21,274,26473879,1.034982444,145,52.92
2023,Bengaluru,Ahmedabad,125,50,30,205,19974666,1.026300014,147,71.71
2023,Karnataka,Kochi,162,74,28,264,27924846,0.94539465,249,94.32
2021,Karnataka,Chennai,296,143,7,446,29778027,1.497748659,181,40.58
2021,Tamil Nadu,Kochi,180,100,24,304,9444078,3.218948425,53,17.43
2022,Kerala,Hyderabad,267,136,31,434,8726640,4.973277229,252,58.06
2020,Rajasthan,New Delhi,110,77,9,196,3368913,5.817900314,34,17.35
2023,Gujarat,Lucknow,156,48,18,222,23979605,0.925786726,171,77.03
2020,Delhi,Mumbai,94,61,39,194,4130026,4.69730699,68,35.05
2023,Tamil Nadu,New Delhi,179,149,32,360,7728529,4.658066237,169,46.94
2023,West Bengal,New Delhi,227,101,21,349,6198538,5.630359933,168,48.14
2023,Bengaluru,Kolkata,69,63,41,173,14969621,1.155673881,98,56.65
2022,Karnataka,New Delhi,234,34,12,280,2059818,13.59343398,57,20.36
2020,Maharashtra,Chennai,267,19,5,291,16550553,1.758249407,42,14.43
2021,West Bengal,Lucknow,257,123,34,414,3477661,11.90455309,362,87.44
2021,Bengaluru,Jaipur,173,102,23,298,17049461,1.747855841,282,94.63
2023,West Bengal,Bengaluru,150,84,31,265,29508950,0.898032631,254,95.85
2023,Karnataka,New Delhi,290,111,43,444,24950305,1.779537364,194,43.69
2022,Karnataka,Kochi,145,146,24,315,23293394,1.352314738,61,19.37
2021,Gujarat,Lucknow,170,78,30,278,4137186,6.719543187,87,31.29
2020,Bengaluru,Chennai,234,77,18,329,29851502,1.102122098,120,36.47
2021,Tamil Nadu,Ahmedabad,179,83,21,283,3402978,8.316245359,96,33.92
2021,Gujarat,Mumbai,190,129,15,334,12933305,2.582479884,288,86.23
2020,Maharashtra,Chennai,239,10,37,286,10388433,2.753061987,93,32.52
2020,Uttar Pradesh,Kochi,295,59,9,363,15135812,2.398285602,278,76.58
2022,Uttar Pradesh,Hyderabad,103,73,44,220,1567996,14.03064804,104,47.27
2020,Delhi,Chennai,246,23,37,306,1881575,16.26297118,218,71.24
2020,Kerala,Kolkata,64,72,48,184,22458289,0.819296608,110,59.78
2022,Kerala,Kolkata,79,131,47,257,28292773,0.908359177,65,25.29
2022,Bengaluru,Hyderabad,89,134,34,257,27588831,0.931536389,56,21.79
2022,Bengaluru,Kolkata,64,54,39,157,25629907,0.612565625,148,94.27
2020,West Bengal,New Delhi,231,129,42,402,6627057,6.06604108,265,65.92
2023,Gujarat,Lucknow,249,133,12,394,8251026,4.775163719,178,45.18
2020,Karnataka,Chennai,77,81,17,175,4016403,4.357132489,108,61.71
2021,Delhi,New Delhi,81,79,18,178,7418726,2.399333794,131,73.6
2020,Rajasthan,Chennai,217,33,36,286,25645005,1.115226922,269,94.06
2023,Gujarat,Jaipur,225,32,18,275,6539133,4.205450478,47,17.09
2022,Gujarat,Jaipur,200,109,13,322,27835883,1.156780261,57,17.7
2022,Delhi,Kochi,161,144,9,314,15410479,2.037574562,51,16.24
2022,Gujarat,Ahmedabad,282,141,8,431,9944813,4.333917591,196,45.48
2021,Kerala,Kochi,70,22,33,125,23374113,0.534779651,119,95.2
2022,Rajasthan,Jaipur,298,118,20,436,17074267,2.553550322,109,25
2020,Kerala,Kolkata,128,99,47,274,3565598,7.684545482,71,25.91
2022,Bengaluru,Ahmedabad,261,132,43,436,29365474,1.484736803,392,89.91
2022,Rajasthan,Ahmedabad,188,33,40,261,17669680,1.477106546,137,52.49
2023,West Bengal,Kolkata,61,79,9,149,5053262,2.948590435,129,86.58
2021,Kerala,Mumbai,145,127,29,301,23847309,1.262196921,62,20.6
2020,West Bengal,Mumbai,245,95,27,367,15335812,2.393091412,158,43.05
2020,Bengaluru,Kochi,173,101,20,294,7319333,4.016759451,86,29.25
2020,Karnataka,New Delhi,190,22,27,239,22607513,1.057170685,39,16.32
2023,West Bengal,Kolkata,107,85,21,213,20139231,1.057637206,103,48.36
2022,West Bengal,Kochi,296,125,30,451,29916666,1.507520925,298,66.08
2021,Delhi,Kochi,119,103,43,265,16591150,1.597237081,208,78.49
2020,Kerala,Ahmedabad,93,110,29,232,13935794,1.664777766,102,43.97
2022,Bengaluru,New Delhi,122,58,7,187,21745206,0.859959662,126,67.38
2020,Tamil Nadu,Hyderabad,154,64,21,239,25502544,0.937161406,111,46.44
2021,Kerala,Ahmedabad,74,61,9,144,22372683,0.64364207,45,31.25
2023,Delhi,Kolkata,220,86,30,336,26901666,1.248993278,289,86.01
2021,Maharashtra,Mumbai,164,55,26,245,6189858,3.958087568,146,59.59
2023,Uttar Pradesh,Ahmedabad,214,19,25,258,14141551,1.824410915,153,59.3
2020,Bengaluru,Kolkata,263,100,19,382,20248698,1.886541051,162,42.41
2020,West Bengal,New Delhi,199,108,7,314,23755024,1.321825648,226,71.97
2022,West Bengal,Kolkata,220,43,23,286,13361402,2.140493939,46,16.08
2020,Uttar Pradesh,Mumbai,196,129,19,344,12281512,2.800958058,199,57.85
2021,Bengaluru,New Delhi,75,56,28,159,5268529,3.017920182,129,81.13
2022,Kerala,Lucknow,103,130,39,272,28440355,0.956387499,239,87.87
2023,Kerala,Ahmedabad,189,111,10,310,16414549,1.888568489,42,13.55
2020,Maharashtra,New Delhi,275,131,46,452,7849257,5.758506824,360,79.65
2021,Maharashtra,Chennai,95,48,18,161,29552375,0.544795469,150,93.17
2023,Bengaluru,Jaipur,58,147,28,233,17809423,1.308296176,116,49.79
2022,Bengaluru,Chennai,210,130,25,365,26494043,1.37766818,233,63.84
2021,West Bengal,Mumbai,74,30,34,138,23247699,0.593607135,116,84.06
2023,Uttar Pradesh,Chennai,196,41,43,280,18124204,1.544895434,267,95.36
2021,Gujarat,Kolkata,172,15,37,224,21242811,1.054474382,211,94.2
2021,Bengaluru,Kochi,83,32,32,147,9677536,1.518981691,101,68.71
2020,Tamil Nadu,Hyderabad,116,101,37,254,6350391,3.999753716,249,98.03
2020,Tamil Nadu,Kochi,133,147,48,328,16577227,1.978618016,210,64.02
2021,Bengaluru,Bengaluru,300,55,9,364,24482629,1.486768435,272,74.73
2023,Kerala,Chennai,58,142,7,207,15187130,1.362996168,71,34.3
2020,Maharashtra,Ahmedabad,134,14,27,175,21377472,0.818618778,127,72.57
2021,Delhi,Jaipur,118,108,11,237,27706716,0.855388275,151,63.71
2021,Rajasthan,Chennai,190,31,11,232,26988560,0.859623485,39,16.81
2022,Uttar Pradesh,Mumbai,65,116,22,203,8739963,2.322664295,187,92.12
2021,Maharashtra,Ahmedabad,143,145,27,315,2738913,11.50091295,208,66.03
2022,Delhi,Ahmedabad,245,148,22,415,11504738,3.607209482,114,27.47
2020,Bengaluru,Kolkata,179,21,40,240,29765133,0.80631254,130,54.17
2022,Delhi,Kochi,176,100,14,290,24769539,1.170792884,134,46.21
2023,Tamil Nadu,New Delhi,179,124,48,351,27535198,1.274732072,326,92.88
2020,Uttar Pradesh,Ahmedabad,298,89,19,406,23656718,1.716214396,95,23.4
2022,West Bengal,Mumbai,228,97,31,356,2349256,15.15373378,265,74.44
2023,Maharashtra,Lucknow,125,148,22,295,19892132,1.482998404,252,85.42
2023,Kerala,Lucknow,258,15,45,318,7156901,4.443263921,289,90.88
2022,Delhi,Ahmedabad,54,143,47,244,3084472,7.910592153,109,44.67
2020,Maharashtra,New Delhi,90,23,29,142,3830784,3.706813018,59,41.55
2023,Delhi,New Delhi,132,102,33,267,9991650,2.672231313,68,25.47
2022,Uttar Pradesh,Bengaluru,80,60,32,172,21917953,0.784744816,53,30.81
2022,Karnataka,Jaipur,180,16,18,214,12176174,1.757530732,127,59.35
2022,Kerala,New Delhi,104,78,7,189,1603262,11.78846626,160,84.66
2020,Bengaluru,Bengaluru,185,120,49,354,4140891,8.548884769,237,66.95
2020,Bengaluru,Hyderabad,50,149,44,243,7218536,3.366333561,206,84.77
2023,Bengaluru,Kolkata,119,10,32,161,22063505,0.729711802,75,46.58
2023,Karnataka,Jaipur,122,98,5,225,9726675,2.313226257,208,92.44
2020,Gujarat,Kochi,232,108,47,387,2230261,17.35222918,55,14.21
2022,Tamil Nadu,Bengaluru,157,79,35,271,12869488,2.105755878,131,48.34
2023,Delhi,Kochi,281,23,11,315,1360930,23.14593697,281,89.21
2020,Rajasthan,Bengaluru,132,34,30,196,18686648,1.048877252,69,35.2
2020,Kerala,Kochi,260,80,29,369,25848002,1.427576491,209,56.64
2022,Gujarat,Mumbai,262,94,6,362,20718639,1.747219014,128,35.36
2020,West Bengal,Ahmedabad,265,136,10,411,11491044,3.576698514,307,74.7
2020,West Bengal,Bengaluru,113,121,5,239,13507033,1.769448553,194,81.17
2021,Kerala,New Delhi,84,126,46,256,10560515,2.424124202,160,62.5
2020,Rajasthan,Lucknow,103,26,37,166,26965615,0.615598791,83,50
2022,Delhi,Bengaluru,57,19,25,101,4834373,2.089205777,94,93.07
2022,Kerala,Lucknow,199,41,28,268,13565772,1.975560256,169,63.06
2020,Rajasthan,Kolkata,152,125,34,311,15040262,2.067783128,261,83.92
2023,Rajasthan,Chennai,137,139,10,286,29430674,0.97177523,78,27.27
2021,West Bengal,Hyderabad,135,132,22,289,19252107,1.501134395,112,38.75
2022,Rajasthan,Bengaluru,142,129,22,293,16274048,1.800412534,289,98.63
2020,West Bengal,New Delhi,192,130,17,339,20046022,1.69110859,226,66.67
2023,Tamil Nadu,Hyderabad,77,17,30,124,28208904,0.439577518,86,69.35
2021,Uttar Pradesh,Chennai,88,66,27,181,12384693,1.461481524,179,98.9
2021,Rajasthan,Lucknow,95,104,11,210,6093268,3.44642645,95,45.24
2022,Karnataka,Kolkata,145,59,43,247,23162253,1.066390217,212,85.83
2022,Uttar Pradesh,Hyderabad,116,20,38,174,22582967,0.770492203,143,82.18
2020,Kerala,Mumbai,245,28,16,289,15170770,1.904979114,258,89.27
2020,Bengaluru,Jaipur,137,17,35,189,24156077,0.782411813,127,67.2
2021,Uttar Pradesh,Bengaluru,102,102,20,224,18764789,1.19372512,157,70.09
2022,Gujarat,New Delhi,54,35,45,134,22993792,0.582765992,62,46.27
2022,Tamil Nadu,Kolkata,166,131,35,332,19070460,1.740912385,326,98.19
2023,Uttar Pradesh,Kochi,184,111,22,317,2663340,11.90234818,33,10.41
2020,Rajasthan,Lucknow,109,139,16,264,27285662,0.967541121,130,49.24
2023,Kerala,New Delhi,171,140,16,327,19535911,1.673840549,313,95.72
2021,Karnataka,Chennai,145,147,33,325,5113439,6.355800861,113,34.77
2022,Gujarat,Mumbai,99,69,7,175,2687684,6.511182118,63,36
2022,Kerala,Lucknow,56,80,19,155,8175787,1.895841954,101,65.16
2020,Kerala,Kochi,240,134,18,392,27487716,1.426091568,37,9.44
2023,Tamil Nadu,Jaipur,218,26,22,266,9391544,2.83233513,243,91.35
2021,Tamil Nadu,Kochi,138,51,27,216,15095644,1.430876351,204,94.44
2022,Maharashtra,Hyderabad,177,120,10,307,7701338,3.986320299,250,81.43
2020,Tamil Nadu,Chennai,223,55,11,289,11762820,2.45689384,86,29.76
2023,Rajasthan,Mumbai,279,30,23,332,13042733,2.545478774,50,15.06
2020,West Bengal,Kochi,194,128,9,331,21294103,1.554420959,300,90.63
2023,Karnataka,Bengaluru,120,59,40,219,29151573,0.75124591,198,90.41
2021,Delhi,Lucknow,164,140,44,348,21121023,1.647647465,105,30.17
2022,Gujarat,Jaipur,110,120,40,270,13826941,1.952709569,117,43.33
2021,Maharashtra,Kochi,149,69,49,267,24040979,1.11060369,35,13.11
2022,Karnataka,Lucknow,241,89,13,343,15270203,2.246204585,110,32.07
2020,Karnataka,Jaipur,116,135,5,256,25755748,0.993952884,74,28.91
2021,Bengaluru,Kolkata,257,67,42,366,22125369,1.654209699,330,90.16
2022,Kerala,Lucknow,293,83,30,406,4087993,9.931523855,350,86.21
2020,Bengaluru,Lucknow,205,12,8,225,9003658,2.498984302,224,99.56
2022,Kerala,New Delhi,239,36,13,288,26357713,1.092659291,65,22.57
2020,Karnataka,Chennai,191,77,20,288,17810109,1.617059166,69,23.96
2023,West Bengal,Mumbai,153,136,22,311,22554444,1.378885687,152,48.87
2023,Rajasthan,Jaipur,81,46,30,157,7166451,2.190763601,74,47.13
2021,Kerala,Kochi,225,79,38,342,22369321,1.528879665,127,37.13
2023,Delhi,New Delhi,286,99,12,397,6470669,6.135377965,38,9.57
2022,Gujarat,Kochi,298,119,19,436,15049704,2.897066946,206,47.25
2023,Rajasthan,Lucknow,274,138,50,462,1760040,26.24940342,275,59.52
2022,West Bengal,Chennai,60,129,8,197,28561441,0.689741109,46,23.35
2020,Maharashtra,Ahmedabad,121,95,6,222,28985588,0.765897866,122,54.95
2021,Karnataka,Kolkata,287,51,42,380,20140888,1.886709265,259,68.16
2020,Rajasthan,New Delhi,50,118,7,175,12669564,1.381263002,108,61.71
2023,Gujarat,Mumbai,156,103,32,291,4315963,6.742411833,146,50.17
2021,Bengaluru,Mumbai,148,18,39,205,10365554,1.977704231,132,64.39
2022,Karnataka,Jaipur,273,130,30,433,12158193,3.561384492,406,93.76
2022,Bengaluru,New Delhi,273,70,17,360,21442469,1.678911137,130,36.11
2023,Rajasthan,Ahmedabad,298,35,5,338,16973481,1.99134167,273,80.77
2020,Gujarat,Hyderabad,84,28,38,150,9460089,1.585608761,33,22
2021,Maharashtra,Kochi,184,140,35,359,19506388,1.840422737,80,22.28
2023,Tamil Nadu,Kolkata,262,65,33,360,28775983,1.251043275,303,84.17
2021,Gujarat,Kochi,68,58,40,166,24816181,0.668918396,69,41.57
2023,Maharashtra,Bengaluru,264,98,28,390,18158790,2.147720195,228,58.46
2022,Delhi,Jaipur,116,74,46,236,26950236,0.875688064,85,36.02
2023,West Bengal,Jaipur,137,58,28,223,9173270,2.430976086,157,70.4
2021,Kerala,New Delhi,89,132,38,259,10630159,2.436464027,45,17.37
2023,Maharashtra,Mumbai,99,95,15,209,12615194,1.65673235,90,43.06
2023,West Bengal,Kochi,55,96,14,165,4759818,3.466519098,30,18.18
2020,West Bengal,Jaipur,123,58,50,231,4677737,4.938285329,31,13.42
2023,Delhi,Kolkata,243,67,32,342,6233704,5.486304772,150,43.86
2020,Rajasthan,Hyderabad,83,20,24,127,26139651,0.485851934,118,92.91
2022,Karnataka,Kolkata,61,39,12,112,5173413,2.164915115,35,31.25
2021,Kerala,Jaipur,269,37,6,312,28996295,1.075999537,258,82.69
2022,Gujarat,New Delhi,98,27,38,163,17346334,0.939679819,114,69.94
2020,Uttar Pradesh,Ahmedabad,173,40,32,245,10325117,2.372854467,62,25.31
2021,Delhi,Chennai,129,11,49,189,12670664,1.491634535,169,89.42
2022,West Bengal,Lucknow,53,97,13,163,19176597,0.849994397,35,21.47
2022,Karnataka,Jaipur,163,38,47,248,2910762,8.520105732,85,34.27
2023,Maharashtra,New Delhi,234,44,37,315,10374077,3.036414709,91,28.89
2023,Delhi,Kochi,245,70,6,321,21239337,1.511346611,262,81.62
2022,Delhi,Mumbai,67,65,39,171,26016703,0.657270062,106,61.99
2020,Kerala,Lucknow,51,70,38,159,20140260,0.789463493,110,69.18
2022,Uttar Pradesh,Mumbai,155,109,19,283,20401959,1.387121697,128,45.23
2021,Gujarat,Kolkata,233,114,49,396,16938599,2.337855687,160,40.4
2023,Kerala,Kochi,208,128,31,367,6835129,5.369320755,319,86.92
2022,Uttar Pradesh,Mumbai,76,140,25,241,18312731,1.316024355,183,75.93
2021,Uttar Pradesh,Kolkata,62,15,29,106,3152944,3.361937288,84,79.25
2023,Bengaluru,Ahmedabad,269,55,33,357,6879499,5.189331374,233,65.27
2022,Kerala,Bengaluru,245,94,23,362,6456813,5.606481092,36,9.94
2021,Delhi,Ahmedabad,92,30,19,141,15703733,0.897875683,110,78.01
2022,Karnataka,Lucknow,160,104,13,277,2415897,11.4657206,81,29.24
2021,Gujarat,Mumbai,121,129,32,282,13830132,2.039026092,166,58.87
2020,Tamil Nadu,Jaipur,107,60,24,191,25512960,0.748639123,168,87.96
2021,Tamil Nadu,Kochi,92,38,24,154,9454402,1.628870869,89,57.79
2022,Rajasthan,Mumbai,292,60,8,360,17511069,2.055842507,127,35.28
2021,Rajasthan,New Delhi,280,37,39,356,17524716,2.031416657,172,48.31
2022,Karnataka,Chennai,112,76,30,218,29394285,0.741640765,114,52.29
2021,Bengaluru,Kolkata,208,11,28,247,22789802,1.083818104,229,92.71
2020,Tamil Nadu,Hyderabad,150,101,29,280,29931388,0.935472822,257,91.79
2021,Tamil Nadu,Chennai,77,83,43,203,13061498,1.554186204,99,48.77
2023,Delhi,Ahmedabad,297,143,25,465,14733946,3.15597736,176,37.85
2021,Karnataka,New Delhi,83,78,47,208,21467566,0.968903508,84,40.38
2022,Rajasthan,Kochi,192,71,40,303,20643692,1.467760709,246,81.19
2022,Delhi,New Delhi,91,99,12,202,12728236,1.587022742,117,57.92
2020,Rajasthan,Kochi,224,140,34,398,20232547,1.96712752,338,84.92
2022,Gujarat,Jaipur,139,16,41,196,13371267,1.465829678,188,95.92
2023,Gujarat,Mumbai,228,131,15,374,27539838,1.35803268,184,49.2
2021,Uttar Pradesh,Bengaluru,259,113,48,420,26024092,1.613889161,227,54.05
2022,Tamil Nadu,Kolkata,66,19,41,126,12217566,1.031301979,98,77.78
2020,Tamil Nadu,Hyderabad,75,147,5,227,7670137,2.959529928,67,29.52
2020,Kerala,Lucknow,212,12,14,238,2525816,9.422697457,234,98.32
2022,Karnataka,Mumbai,108,140,7,255,24026580,1.061324583,101,39.61
2022,Delhi,Chennai,82,98,40,220,17071032,1.288732866,54,24.55
2023,Karnataka,Ahmedabad,78,40,20,138,9060021,1.523175277,67,48.55
2020,Kerala,Jaipur,126,101,37,264,23474093,1.124644092,146,55.3
2021,Karnataka,Kolkata,87,19,15,121,22781721,0.531127565,88,72.73
2022,Uttar Pradesh,Chennai,79,84,30,193,14033640,1.375266859,92,47.67
2020,Rajasthan,Jaipur,274,70,13,357,8986946,3.972428453,72,20.17
2023,Tamil Nadu,Jaipur,74,75,32,181,14989855,1.207483328,181,100
2020,Kerala,Hyderabad,55,120,47,222,3772883,5.884094471,122,54.95
2023,Karnataka,Ahmedabad,189,124,42,355,4342698,8.174641663,76,21.41
2020,Karnataka,Ahmedabad,117,145,26,288,20181438,1.42705391,105,36.46
2020,Delhi,Chennai,283,32,45,360,15753634,2.285187024,360,100
2020,Rajasthan,Jaipur,154,54,30,238,2793815,8.518817459,193,81.09
2021,Uttar Pradesh,Mumbai,163,44,33,240,21339410,1.124679642,48,20
2020,Gujarat,New Delhi,172,121,20,313,24571301,1.273843823,153,48.88
2023,Kerala,Chennai,210,19,11,240,5910171,4.06079621,132,55
2023,Kerala,Jaipur,278,141,10,429,5013429,8.557017562,47,10.96
2022,Tamil Nadu,Lucknow,82,131,41,254,10171714,2.497120938,113,44.49
2022,Tamil Nadu,Hyderabad,262,120,32,414,11612358,3.565167385,402,97.1
2021,Karnataka,Lucknow,60,17,32,109,28729914,0.379395497,58,53.21
2023,Kerala,Jaipur,258,103,5,366,21765143,1.681587849,111,30.33
2022,Gujarat,Bengaluru,263,68,11,342,4600388,7.434155554,227,66.37
2021,Rajasthan,New Delhi,218,40,12,270,2600597,10.38223146,32,11.85
2022,Rajasthan,Lucknow,119,60,25,204,4273573,4.773523232,187,91.67
2023,Delhi,Jaipur,133,22,46,201,23042842,0.872288236,83,41.29
2020,Delhi,Jaipur,222,55,32,309,23155491,1.334456695,218,70.55
2022,Karnataka,Chennai,66,49,7,122,5840005,2.089039307,37,30.33
2022,Gujarat,Bengaluru,125,37,27,189,4354420,4.340417323,49,25.93
2020,Karnataka,Kolkata,183,68,50,301,15771974,1.908448492,90,29.9
2021,Kerala,New Delhi,257,85,5,347,27180256,1.276662001,230,66.28
2021,West Bengal,Kolkata,148,126,30,304,22803830,1.333109394,51,16.78
2023,West Bengal,New Delhi,59,121,28,208,23278584,0.893525139,150,72.12
2021,Rajasthan,Kolkata,281,133,38,452,15874860,2.847269204,166,36.73
2020,Uttar Pradesh,Ahmedabad,220,76,42,338,2935945,11.51247724,108,31.95
2021,Kerala,Chennai,293,89,18,400,8455591,4.730597778,39,9.75
2023,Delhi,Chennai,214,66,24,304,26042820,1.167308302,166,54.61
2022,Maharashtra,Bengaluru,111,71,43,225,17173751,1.310138944,182,80.89
2022,Tamil Nadu,Bengaluru,150,94,34,278,13358526,2.081067926,57,20.5
2022,Bengaluru,Kolkata,227,102,6,335,26052818,1.285849385,327,97.61
2021,Tamil Nadu,Hyderabad,164,68,42,274,3242846,8.44936824,93,33.94
2020,Rajasthan,Lucknow,214,42,42,298,18190936,1.638178486,285,95.64
2020,Kerala,Kolkata,229,13,5,247,21545255,1.14642412,243,98.38
2021,Tamil Nadu,Kochi,205,61,22,288,7452663,3.864390487,54,18.75
2020,Kerala,Jaipur,278,15,32,325,24490560,1.32704193,254,78.15
2022,Uttar Pradesh,Bengaluru,125,106,12,243,14902873,1.630558081,219,90.12
2022,Maharashtra,Jaipur,97,148,27,272,13036884,2.086388128,208,76.47
2020,Bengaluru,Kochi,94,138,13,245,15554307,1.575126426,157,64.08
2021,Rajasthan,Lucknow,227,67,45,339,10439114,3.24740203,285,84.07
2023,Gujarat,Ahmedabad,242,94,39,375,1222460,30.67585033,39,10.4
2020,Maharashtra,Ahmedabad,239,92,27,358,18852346,1.898967906,266,74.3
2022,Tamil Nadu,Ahmedabad,154,116,33,303,27079199,1.11894004,164,54.13
2022,Tamil Nadu,Kochi,56,142,46,244,5052339,4.829446322,201,82.38
2023,Bengaluru,Kolkata,258,42,17,317,21048712,1.506030393,206,64.98
2023,Maharashtra,Jaipur,269,42,32,343,5218530,6.572732168,187,54.52
2021,Karnataka,Jaipur,225,20,26,271,16358177,1.65666382,157,57.93
2023,Maharashtra,Kochi,172,20,40,232,2309600,10.04502944,70,30.17
2021,Bengaluru,Ahmedabad,245,148,18,411,27036031,1.520193552,253,61.56
2021,Maharashtra,Mumbai,273,93,20,386,20793992,1.856305417,125,32.38
2021,Gujarat,Lucknow,126,13,36,175,14562019,1.201756432,54,30.86
2022,Delhi,Mumbai,267,22,27,316,27444567,1.151411862,192,60.76
2021,Karnataka,Jaipur,153,83,44,280,23609326,1.185972018,87,31.07
2022,Maharashtra,Chennai,173,111,12,296,16072546,1.84164973,197,66.55
2023,Delhi,Kolkata,273,95,22,390,24586368,1.586244865,337,86.41
2022,Gujarat,Hyderabad,173,62,24,259,29224160,0.886253018,190,73.36
2020,West Bengal,Hyderabad,149,26,16,191,7278955,2.624003033,103,53.93
2023,Delhi,Kolkata,121,36,9,166,6541359,2.537698971,146,87.95
2023,Tamil Nadu,Kolkata,63,76,18,157,19087007,0.822549077,142,90.45
2023,Kerala,Kolkata,172,52,10,234,6791673,3.44539556,141,60.26
2020,Kerala,Ahmedabad,277,138,35,450,4334713,10.38131014,400,88.89
2022,Karnataka,Hyderabad,53,132,39,224,8768505,2.554597391,128,57.14
2021,Maharashtra,Lucknow,64,80,35,179,23038023,0.776976392,67,37.43
2023,Maharashtra,Lucknow,173,146,48,367,24299619,1.510311746,284,77.38
2022,Maharashtra,Kochi,140,74,26,240,2040627,11.76109108,78,32.5
2020,Bengaluru,Lucknow,267,115,30,412,21332143,1.931357764,297,72.09
2023,Bengaluru,Mumbai,223,33,14,270,21864945,1.234853323,32,11.85
2023,West Bengal,New Delhi,270,94,44,408,5377438,7.587256236,370,90.69
2020,Bengaluru,Chennai,245,39,11,295,9182999,3.212458152,295,100
2023,Maharashtra,New Delhi,194,20,12,226,18408507,1.227693262,105,46.46
2021,Tamil Nadu,Lucknow,158,105,49,312,24774192,1.259375079,34,10.9
2023,Rajasthan,Lucknow,211,35,47,293,13621644,2.15098853,105,35.84
2023,Bengaluru,Chennai,220,87,45,352,4517878,7.791268379,168,47.73
2020,Rajasthan,Kochi,222,72,8,302,25963538,1.163169673,240,79.47
2021,Tamil Nadu,Mumbai,65,59,45,169,3407184,4.960107819,33,19.53
2023,Karnataka,Kolkata,272,13,25,310,2359367,13.1391174,64,20.65
2022,West Bengal,Chennai,66,40,29,135,26169495,0.515867807,54,40
2021,Uttar Pradesh,Jaipur,191,88,21,300,27590597,1.087326961,155,51.67
2020,Kerala,Bengaluru,109,136,21,266,10076931,2.639692581,106,39.85
2023,Rajasthan,Kolkata,155,83,26,264,15906558,1.659692813,191,72.35
2023,Rajasthan,Bengaluru,95,121,40,256,12722095,2.012247197,72,28.12
2022,West Bengal,Kochi,69,114,36,219,22819231,0.959716828,199,90.87
2021,Maharashtra,Hyderabad,158,87,41,286,21872033,1.307605928,155,54.2
2020,Rajasthan,New Delhi,120,107,42,269,13197411,2.038278568,253,94.05
2023,Maharashtra,Jaipur,135,105,6,246,20950931,1.174172164,209,84.96
2022,Uttar Pradesh,Lucknow,126,39,35,200,13362041,1.496777326,157,78.5
2023,Rajasthan,Kochi,204,74,35,313,27382956,1.143046792,313,100
2020,Uttar Pradesh,Bengaluru,98,150,35,283,26818911,1.055225546,164,57.95
2023,Delhi,Jaipur,242,135,45,422,22871447,1.845095328,418,99.05
2022,West Bengal,Bengaluru,110,24,24,158,11448989,1.380034517,91,57.59
2023,Gujarat,New Delhi,265,109,20,394,18682283,2.108949961,180,45.69
2021,Gujarat,Mumbai,219,143,42,404,6446503,6.266963655,277,68.56
2020,Tamil Nadu,New Delhi,52,17,45,114,1824287,6.249016739,47,41.23
2020,Maharashtra,Lucknow,90,133,41,264,26721491,0.987968823,124,46.97
2023,Rajasthan,New Delhi,84,53,14,151,27503244,0.549026144,73,48.34
2022,Karnataka,Mumbai,133,33,27,193,9645313,2.000971871,115,59.59
2021,Gujarat,Hyderabad,220,107,7,334,16406976,2.03571944,204,61.08
2023,Delhi,Kolkata,50,74,9,133,13140308,1.012152835,50,37.59
2020,West Bengal,Mumbai,185,47,20,252,21300508,1.183070376,214,84.92
2022,Kerala,Kochi,271,14,7,292,28456627,1.026123019,117,40.07
2020,West Bengal,Bengaluru,205,59,17,281,16231836,1.73116584,177,62.99
2020,Uttar Pradesh,New Delhi,255,148,35,438,27789607,1.576128802,113,25.8
2023,Delhi,Mumbai,237,117,42,396,10621156,3.728407718,289,72.98
2021,West Bengal,Mumbai,188,62,34,284,27011788,1.051392822,155,54.58
2021,Uttar Pradesh,Kolkata,168,100,47,315,15134711,2.081308325,83,26.35
2023,West Bengal,Kochi,71,26,42,139,3508767,3.961505566,81,58.27
2021,Gujarat,Jaipur,118,100,7,225,15386414,1.462329039,41,18.22
2022,Maharashtra,New Delhi,274,99,33,406,21602168,1.879440989,356,87.68
2021,Maharashtra,Lucknow,256,33,25,314,14555449,2.157267701,176,56.05
2021,Kerala,Mumbai,199,110,21,330,2738248,12.05150154,257,77.88
2022,Tamil Nadu,Jaipur,299,31,48,378,11620952,3.252745558,216,57.14
2021,Bengaluru,Chennai,192,147,13,352,21899141,1.607368983,318,90.34
2023,Kerala,New Delhi,65,134,9,208,10954403,1.898779879,139,66.83
2023,Uttar Pradesh,Lucknow,122,40,9,171,27686621,0.617626831,123,71.93
